E1_C01_X,E1_C01_Y,E1_C02_X,E1_C02_Y,E1_C03_X,E1_C03_Y,E1_C04_X,E1_C04_Y,E1_C05_X,E1_C05_Y,MEAN_X,MEAN_Y
0.000179795089595676,6.18935055232227,0.000209399961724552,6.33721148821089,0.00021420436147273,6.442674647795,0.000208709831754893,6.08994067300363,0.00020680883513456,6.05818418610963,0.00124311502715489,30.889530966106
0.000181673565078131,6.25401607400588,0.000210932545492251,6.38359309869122,0.000216719660064953,6.51832787147509,0.000211010960979983,6.1570852839876,0.000208229856631034,6.09981108252563,0.00126410393300449,30.9987934355311
0.000183315127388091,6.31052598544269,0.000213294909681381,6.45508691060696,0.000219229061122376,6.59380371362252,0.000212707491725681,6.20658832610285,0.000209704128397718,6.14299787334693,0.00128458276662555,31.0924234153253
0.000181769366033128,6.25731397104557,0.000216076593514083,6.53927087413774,0.000221458329276796,6.66085393296853,0.00021430807863208,6.25329182454371,0.000211228607562029,6.18765542175039,0.00130802511298144,31.2768779480113
0.000184746963283057,6.35981617633316,0.000218462581345105,6.61147962417263,0.00022418299035442,6.7428042010581,0.000215875161340629,6.2990177045586,0.000212658757676253,6.22954972863587,0.0013323487265898,31.4883412069439
0.00018752648558549,6.45549975666032,0.000220974069773675,6.68748648296555,0.000225961097096636,6.79628473315551,0.000217589967103337,6.34905399308802,0.000215446028962699,6.31119905865097,0.00135558342824097,31.6664319277775
0.000189705310007937,6.53050463122512,0.000223560858560773,6.76577220701328,0.000228118120449756,6.86116202872643,0.000219120499777867,6.39371338027457,0.000217038972760138,6.35786218557554,0.00137881076084391,31.8442968049684
0.000192284168147875,6.61928045423941,0.000225892216719921,6.83632766264762,0.000231156825255483,6.95255786343022,0.000220666261633238,6.43881713947293,0.000219029011429718,6.41615766792257,0.00141144465527139,32.3104502263334
0.000193550294282845,6.66286617457475,0.000227464665383312,6.88391573120404,0.000235706773353724,7.08940771587849,0.000223660318586598,6.52618067699409,0.000220481983088318,6.45872050098175,0.00143086085937699,32.3715131617893
0.000195049449767809,6.71447380662824,0.000230887140502315,6.98749239121696,0.000237787128754443,7.1519790515248,0.000225731487180987,6.58661527059978,0.000222642422622571,6.52200764542577,0.00145664422849128,32.6277144235654
0.000193845464792838,6.67302726275108,0.000232664819554636,7.04129148468355,0.000239431066579958,7.20142415375417,0.000228095056047525,6.65558180683215,0.000224271880891011,6.56974041422827,0.00148552630876193,32.9788837453776
0.000196578381225272,6.76710646073461,0.000235343149954063,7.12234759394302,0.000241154621125273,7.25326390667447,0.000230339837303503,6.72108224137243,0.000226153897583879,6.62487153935309,0.00150607530655869,33.0746640887625
